Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
a16d929e-b319-3ac6-9861-ceae217e187a,01690a53-2b74-34d1-877a-06ba951253ae,Moshe758 Tillman293,M,GENERAL PRACTICE,1501 MILULI AVE,BAINBRIDGE,GA,398195700,30.900335,-84.553619,360,0
09e8ad43-806b-36cd-b26c-5def152c6429,8d66ee46-868f-3a71-97e3-10bb0ba26bb4,Hyman89 Schmeler639,M,GENERAL PRACTICE,3950 AUSTELL RD,AUSTELL,GA,301061121,33.8126059,-84.6343783,1790,0
494d93bb-c62f-31a9-b650-a776a665d3e2,c17fab8f-a897-39ef-88e1-2117c4e832bd,Jeremy766 Lind531,M,GENERAL PRACTICE,743 SPRING ST NE,GAINESVILLE,GA,305012545,34.3044194,-83.8162306544173,21,0
e2b8dca9-96a8-3bd8-84ea-b6eea00cfc8f,d5090435-301c-323e-ac7a-af8eb1d275c3,Horacio317 McClure239,M,GENERAL PRACTICE,12220 BIRMINGHAM HWY STE A,MILTON,GA,300044184,34.0920046,-84.3396005,19,0
ce9b800b-cda9-3510-9624-d28364615231,92d034d8-abef-3438-99a8-7dec2107bc8b,Lacy523 Lakin515,M,GENERAL PRACTICE,2055 REX ROAD,LAKE CITY,GA,302603944,33.599309346938774,-84.32207779591836,3,0
a682ef62-006b-3b48-96d0-9760df1cdf7e,972538af-d299-384a-af70-705b0f6758fc,Ernest565 Runte676,M,GENERAL PRACTICE,2249 Vinson Hwy SE,Milledgeville,GA,31061,33.047714,-83.212585,384,0
d98374c8-2196-376e-8a43-ffbc556b2786,33b5d6c0-fb79-3131-ae41-75edd070942b,Calista635 Runolfsson901,F,GENERAL PRACTICE,11740 COLUMBIA ST,BLAKELY,GA,398232574,31.3773475,-84.9343388,104,0
ac6eb18e-9101-36b8-b45d-5524de48dc52,9f2345a8-b226-31c1-b9a6-ee51cd949b4d,Howard613 Williamson769,M,GENERAL PRACTICE,2061 EXPERIMENT STATION RD,WATKINSVILLE,GA,306775328,33.867255650000004,-83.41415563199973,2,0
83f90623-7a75-3bc2-9e9c-57c1ec94d82d,723b799b-fb6a-39ea-ab84-da2e56813002,Delorse592 Franecki195,F,GENERAL PRACTICE,227 MOUNTAIN DR,DAHLONEGA,GA,305331606,34.522819850000005,-83.97554514259969,91,0
0bd71277-12c0-3f34-b6df-e94833112e5f,6856f0ff-d729-3c9c-aeae-a94431c13a31,Aron520 Feeney44,M,GENERAL PRACTICE,2484 BRIARCLIFF ROAD,ATLANTA,GA,30329,33.828095,-84.331557,4,0
eeb26aa7-c9d7-30a3-b268-905ab3e467a9,e1a17ffd-2098-30aa-8d49-396db725dbbf,Kenton313 Stoltenberg489,M,GENERAL PRACTICE,222 MOORE DRIVE,DAHLONEGA,GA,305330441,34.5328484,-83.9845723,1,0
a2c8e32d-b188-3f03-be0e-c336bb374d82,38ecd55b-64ae-303d-b9ea-8ef3f1d6821b,Ricky354 Hyatt152,M,GENERAL PRACTICE,4898 AUSTELL RD,AUSTELL,GA,301062055,33.8126059,-84.6343783,8,0
8a6f0f5f-90d4-3214-bd41-77e909b226e9,437facbf-64d9-3f6e-889c-18697614881e,Ted955 Reilly981,M,GENERAL PRACTICE,509 SUMTER ST,MONTEZUMA,GA,310631733,32.2949104,-84.03056516369465,28,0
7ba1229e-9505-3028-8ba9-d5d3c3f8d1a0,96fceadc-206a-3f06-85db-119ca8082726,Antwan357 Lindgren255,M,GENERAL PRACTICE,1968 PEACHTREE RD NW,SANDY SPRINGS,GA,303285338,33.9242688,-84.3785379,269,0
730f44cb-e309-37f2-a552-18b2ca0b60c6,a8531ad5-cedd-3be3-a25e-512535dc5f79,Shayla126 White193,F,GENERAL PRACTICE,800 AUSTIN DR,DEMOREST,GA,305354508,34.565193,-83.5453322,99,0
885fe29f-4e64-324b-9dfb-eb944fe9f24f,1528a940-25a1-34ce-a3aa-b93ec20e25d1,Monroe732 Kling921,M,GENERAL PRACTICE,2541 MILLEDGEVILLE ROAD,AUGUSTA,GA,309044954,33.446721,-82.018091,11,0
eb028c28-d3a7-3648-9773-eee6325f4828,a9aa2bb4-a13d-3d0e-a2e0-8efdfca6643f,Gabriel934 Kling921,M,GENERAL PRACTICE,5615 OLD NATIONAL HWY STE D,COLLEGE PARK,GA,30349,33.60177708170801,-84.47209900636832,77,0
faf9330f-2b75-3f7e-b0fe-821dbc59fcd7,8e92f4ff-25d1-3c2f-8d4a-9f9b26e3fb55,Norman647 Wilderman619,M,GENERAL PRACTICE,320 FOUNDATION LN,ALBANY,GA,317075862,31.577127,-84.2184113,1,0
c885d567-8420-39fd-b854-453389ead384,006a272a-a106-3eed-8f1b-1e49841ffc8e,Lyman173 Kshlerin58,M,GENERAL PRACTICE,5898 JONESBORO RD,MORROW,GA,302601742,33.5546148,-84.3468669,35,0
79ce01c1-4f05-304a-bcf8-38cd884d77e5,9678ee58-e4f0-3338-9b05-54f89819c714,Isaiah615 Trantow673,M,GENERAL PRACTICE,11 UPPER RIVERDALE RD SW,RIVERDALE,GA,302742615,33.5726113,-84.4132594,112,0
69752110-f15d-37e2-80ef-cea196e67b1f,8f927b73-c361-340e-9942-b1332d7b9d32,Lynwood354 Tromp100,M,GENERAL PRACTICE,541 441 HISTORIC HWY N,DEMOREST,GA,305354528,34.565193,-83.5453322,270,0
69f2702b-cdd8-3cd7-9fae-5a975ed2e9fa,8b2b3292-1b33-3d57-900b-00d271ae8b40,Steve819 Schoen8,M,GENERAL PRACTICE,7574 GA 85,RIVERDALE,GA,302743447,33.5545370625,-84.41454033035714,4,0
3bc068d7-7824-3192-a4cd-e93babac9905,767bee69-afd4-3c26-908d-dfeef6cf2f8a,Otilia736 Pfeffer420,F,GENERAL PRACTICE,2280 EAST VICTORY DRIVE  SUITE B,SAVANNAH,GA,314043957,32.03743000159534,-81.05779467151926,46,0
ef57418e-0268-3884-b2bf-77fb28779e15,05648cbf-8fc0-397e-b88e-ad7686f445d5,Derick144 Ritchie586,M,GENERAL PRACTICE,3311 LEE STREET,BRUNSWICK,GA,315204120,31.175641499999998,-81.49585045,18,0
30c63706-43b7-3f29-923a-7031b2a73e34,bbb761cf-0b4d-32f7-bdab-cb45652a3817,Chelsey293 Hoeger474,F,GENERAL PRACTICE,714 S THORNTON AVE,DALTON,GA,307208410,34.76525903808843,-84.97176865752287,1,0
8b00e1ce-bf18-383b-b886-0f68836242fd,6973af9f-6d57-3956-9e6c-3662746389a2,Mitchell808 Schroeder447,M,GENERAL PRACTICE,5127 JIMMY CARTER BOULEVARD  #205,NORCROSS,GA,300931619,33.9263766,-84.2184377,1,0
93431f57-7357-3947-ab8d-98d7b3e8f161,27d43155-4fcf-35bf-82d8-6b0fe2f9d1db,Leatha675 Haag279,F,GENERAL PRACTICE,5730 OGEECHEE RD STE 192,SAVANNAH,GA,314059521,32.0549348,-81.137436,1,0
cfeb6de1-40be-3af1-961e-663190ab0f6e,efd7a6d1-6b74-3907-9454-d0bf56d1a044,Xochitl483 Haley279,F,GENERAL PRACTICE,677 CHURCH ST NE,WOODSTOCK,GA,301893768,34.1014112,-84.5192192,140,0
8e9b2e98-07a9-3740-a272-9d146aef1213,63a26845-5d6c-308a-ab9f-b8a2d476bd48,Johnny786 Howell947,M,GENERAL PRACTICE,1110 BURLEYSON DRIVE,DALTON,GA,307203016,34.7691867,-84.9702475,3,0
3a9f8585-f275-3816-9a25-f1fa00ff8505,eb9d6e91-b2ee-3c7a-b6e2-42476e82ae99,Daria61 Weber641,F,GENERAL PRACTICE,500 East Oglethorpe Highway,Hinesville,GA,31313,31.838243,-81.595215,72,0
e660fc18-2ced-3d3d-99e5-464cb842c492,845e3cb9-7ddb-3c01-bd07-fb9c6f2d97e8,Valentine262 Leannon79,M,GENERAL PRACTICE,4529 GILLIONVILLE RD,ALBANY,GA,317219566,31.5856748,-84.2291571,62,0
68001cc6-984a-3fe1-9f8d-c584d4fcd45f,a266cf54-77ae-3056-8908-cebd08fa7bfe,Noe500 Howe413,M,GENERAL PRACTICE,2415 PARKWOOD DR,ST. SIMONS ISLAND,GA,31522,31.2182863,-81.3612077,234,0
5ca0faf6-276b-3bc8-98c4-421fbbe73e4e,2e6375e1-c783-3863-8513-c8a7b1495997,Twyla619 Lebsack687,F,GENERAL PRACTICE,2000 EAST-WEST CONNECTOR,AUSTELL,GA,301061194,33.8126059,-84.6343783,1,0
c96c44d7-b4bf-33a7-b2a7-796f0a29f5f7,4a6b6806-5557-3839-a977-76350707a797,Clementine778 Jakubowski832,F,GENERAL PRACTICE,100 GROSS CRESCENT CIR,RINGGOLD,GA,307365164,34.91591,-85.1091173,1044,0
77575926-f3ef-37e7-9d87-6dbdabe46c2a,6839f915-6788-3b74-9d9a-5232166f2723,Traci329 Block661,F,GENERAL PRACTICE,2000 12TH AVE,COLUMBUS,GA,319011638,32.48169,-84.975719,37,0
2110fc25-1641-319f-9866-a54c45b1926e,744f6f3e-1385-3848-b160-22fd3ee8598f,David908 Mueller846,M,GENERAL PRACTICE,417 W 3RD AVE,ALBANY,GA,317011528,31.59042535,-84.15758867013469,1,0
83611b15-8ba3-3178-9a8c-1d925492b77d,983a411a-f627-3142-aaed-86f4ecbbfb0e,Genaro214 Fay398,M,GENERAL PRACTICE,208 SCRANTON CONNECTOR STE 117,BRUNSWICK,GA,315250560,31.1499528,-81.4914894,23,0
448844df-070f-3d8d-9552-22d65a3faeea,1ae216da-6118-30ca-94fc-9efb3dde39c4,Fae378 Wiza601,F,GENERAL PRACTICE,120 HANDLEY RD,TYRONE,GA,30290,33.48168068181818,-84.58382772727272,60,0
